instance_id,t_gini,early_t_gini,success,issue_length,diff_size,test_size,repo
pydata__xarray-7233,0.24850362568805795,0.2273535177388426,0.0,1816,605,5912,pydata/xarray
pydata__xarray-7393,0.4300309045803494,0.4494993324432577,0.0,2362,603,631,pydata/xarray
pylint-dev__pylint-4551,0.29097297326822447,0.43143123771679703,0.0,777,6862,3506,pylint-dev/pylint
pylint-dev__pylint-4604,0.4497006551702871,0.5216210518245936,0.0,685,1098,1233,pylint-dev/pylint
pylint-dev__pylint-4661,0.29688169724837077,0.17201403005407823,0.0,995,1835,633,pylint-dev/pylint
pylint-dev__pylint-4970,0.3998894111141831,0.2469553308048884,0.0,618,520,694,pylint-dev/pylint
pylint-dev__pylint-6386,0.4092014643442212,0.29477397339059097,0.0,739,3027,662,pylint-dev/pylint
pylint-dev__pylint-6528,0.37854852073948364,0.4083782766838078,0.0,2359,3095,5953,pylint-dev/pylint
pylint-dev__pylint-6903,0.2654502749968144,0.2291398141238723,1.0,2662,558,2066,pylint-dev/pylint
pylint-dev__pylint-7080,0.2939101418186152,0.29542727325682994,0.0,24770,417,1267,pylint-dev/pylint
pylint-dev__pylint-7277,0.6615353613863879,0.6599741377337331,1.0,1087,703,992,pylint-dev/pylint
pylint-dev__pylint-8898,0.38891045871426977,0.3700932984412335,0.0,3455,2614,2224,pylint-dev/pylint
pytest-dev__pytest-10051,0.4501709615544993,0.28862278455590684,0.0,1371,1119,1310,pytest-dev/pytest
pytest-dev__pytest-10081,0.34309868223076,0.2519118838871288,0.0,2905,908,2690,pytest-dev/pytest
pytest-dev__pytest-10356,0.2855913118414726,0.3404943404943406,0.0,5278,2091,763,pytest-dev/pytest
pytest-dev__pytest-5262,0.44787146104567044,0.2581354661334667,0.0,4789,437,418,pytest-dev/pytest
pytest-dev__pytest-5631,0.31644336957090813,0.41041182194514536,0.0,2306,1016,1488,pytest-dev/pytest
pytest-dev__pytest-5787,0.3972896285488152,0.37488447319778184,0.0,3907,9824,26578,pytest-dev/pytest
pytest-dev__pytest-5809,0.4294494573035177,0.3808886015148716,1.0,971,657,571,pytest-dev/pytest
pytest-dev__pytest-5840,0.38511626052072967,0.3425796846450564,0.0,625,3526,3242,pytest-dev/pytest
pytest-dev__pytest-6197,0.32659861269679835,0.2718136024511417,0.0,2749,1868,1677,pytest-dev/pytest
pytest-dev__pytest-6202,0.45536436902778243,0.4503322590765195,1.0,2157,432,1438,pytest-dev/pytest
pytest-dev__pytest-7205,0.5160913298683836,0.5713324068444368,1.0,4267,572,1868,pytest-dev/pytest
pytest-dev__pytest-7236,0.28171768615144055,0.29236540206194417,0.0,2692,1686,1252,pytest-dev/pytest
pytest-dev__pytest-7324,0.3279423982276377,0.17982799061767007,0.0,469,1245,367,pytest-dev/pytest
pytest-dev__pytest-7432,0.43144009199234734,0.36832134848836295,0.0,773,456,1137,pytest-dev/pytest
pytest-dev__pytest-7490,0.40796556488988345,0.40346055777682976,0.0,22778,1711,1453,pytest-dev/pytest
pytest-dev__pytest-7521,0.3247078248679529,0.3687433862433862,0.0,3893,446,543,pytest-dev/pytest
pytest-dev__pytest-7571,0.3618341283461073,0.38508664410134164,0.0,459,1307,1826,pytest-dev/pytest
pytest-dev__pytest-7982,0.21422921338683243,0.30526431932833487,1.0,451,441,944,pytest-dev/pytest
pytest-dev__pytest-8399,0.46369938111734,0.5289992085128836,1.0,1083,2450,2350,pytest-dev/pytest
scikit-learn__scikit-learn-10297,0.4236925653281234,0.437058906228033,1.0,1519,3739,2176,scikit-learn/scikit-learn
scikit-learn__scikit-learn-10844,0.4504375564588978,0.37262517547964435,1.0,2399,892,1089,scikit-learn/scikit-learn
scikit-learn__scikit-learn-10908,0.469407794539654,0.3957629829737319,0.0,2035,525,1677,scikit-learn/scikit-learn
scikit-learn__scikit-learn-11310,0.38858427649525695,0.39031559405940586,1.0,1212,1844,1007,scikit-learn/scikit-learn
scikit-learn__scikit-learn-11578,0.5213257409595693,0.5057829377617753,1.0,7387,575,2805,scikit-learn/scikit-learn
scikit-learn__scikit-learn-12585,0.4627014581734459,0.41906362545018006,1.0,1422,519,604,scikit-learn/scikit-learn
scikit-learn__scikit-learn-12682,0.35459952347818113,0.3258044668111524,0.0,518,13568,2390,scikit-learn/scikit-learn
scikit-learn__scikit-learn-12973,0.10462918682435696,0.13085616983278436,0.0,1575,1465,1734,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13124,0.34195703602559413,0.20529670964712698,0.0,5567,1078,1043,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13135,0.43636264319380724,0.4167772314576341,0.0,5280,674,1612,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13142,0.30027343614474544,0.38875810074164185,0.0,2314,1155,1685,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13328,0.4087522586074601,0.40386998467060153,0.0,4704,603,2908,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13439,0.1514802225932741,0.212867814167506,0.0,1234,502,394,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13496,0.19713241954884975,0.24335317460317474,0.0,1371,1285,1151,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13779,0.3756781579734292,0.31080347448425627,0.0,589,563,1784,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14053,0.4520368543422699,0.1843174431202601,1.0,3098,558,961,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14087,0.3341907557748518,0.3478868524562724,0.0,2320,1392,1386,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14141,0.3495348813410155,0.2467786861602972,1.0,158,314,426,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14496,0.48664059039669616,0.15803359896618563,1.0,2290,3809,763,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14629,0.47762531722024937,0.2769351464435146,0.0,1814,1658,1099,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14710,0.2849134484404283,0.3051353687439007,0.0,6629,927,943,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14894,0.3562433616475791,0.32445681808648974,1.0,1716,1050,887,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14983,0.2880136427872595,0.35862902517725037,0.0,1297,927,873,scikit-learn/scikit-learn
scikit-learn__scikit-learn-15100,0.15887030505303357,0.2331678457655868,0.0,2134,808,858,scikit-learn/scikit-learn
scikit-learn__scikit-learn-25102,0.3284847505644739,0.37994734586671197,0.0,2534,3888,4254,scikit-learn/scikit-learn
scikit-learn__scikit-learn-25232,0.2551609458191415,0.3336568694463431,0.0,1448,2301,1004,scikit-learn/scikit-learn
scikit-learn__scikit-learn-25747,0.31450604641699265,0.2947084638227573,0.0,6147,746,1656,scikit-learn/scikit-learn
scikit-learn__scikit-learn-25931,0.39953256759366385,0.37842371196642555,1.0,2860,1701,912,scikit-learn/scikit-learn
scikit-learn__scikit-learn-25973,0.27678470747886674,0.3705275940471269,0.0,1968,2410,1543,scikit-learn/scikit-learn
scikit-learn__scikit-learn-26194,0.4091739161693866,0.44413395750810225,0.0,1137,1850,1698,scikit-learn/scikit-learn
scikit-learn__scikit-learn-26323,0.2594042563927401,0.2786109847355789,0.0,2812,771,1362,scikit-learn/scikit-learn
scikit-learn__scikit-learn-9288,0.3129630125663907,0.39235895279534905,0.0,3366,1694,706,scikit-learn/scikit-learn
sphinx-doc__sphinx-10323,0.3431231938079542,0.3185454074438989,0.0,3102,728,965,sphinx-doc/sphinx
sphinx-doc__sphinx-10435,0.2605883929768129,0.289569543778597,0.0,2182,886,642,sphinx-doc/sphinx
sphinx-doc__sphinx-10449,0.5357866832995479,0.1612061467091912,0.0,4478,1798,509,sphinx-doc/sphinx
sphinx-doc__sphinx-10466,0.4155567949432981,0.36388996512979466,1.0,3137,685,1175,sphinx-doc/sphinx
sphinx-doc__sphinx-10614,0.324096179321008,0.394976938356395,0.0,3078,1276,8127,sphinx-doc/sphinx
sphinx-doc__sphinx-10673,0.3938099027715305,0.39743145517341594,0.0,1333,5462,1789,sphinx-doc/sphinx
sphinx-doc__sphinx-11445,0.37594362562021044,0.40836955090214677,0.0,1791,1508,3209,sphinx-doc/sphinx
sphinx-doc__sphinx-11510,0.8150830604782882,0.8504847580243924,0.0,5362,2867,2747,sphinx-doc/sphinx
sphinx-doc__sphinx-7440,0.35219293304795163,0.42886312258440884,0.0,905,990,2012,sphinx-doc/sphinx
sphinx-doc__sphinx-7454,0.45991667647932877,0.141146216017634,0.0,2677,697,1003,sphinx-doc/sphinx
sphinx-doc__sphinx-7462,0.4253528752660194,0.23863108885544304,0.0,1169,1684,1235,sphinx-doc/sphinx
sphinx-doc__sphinx-7590,0.2292123810369393,0.29942494546896703,0.0,600,10055,3463,sphinx-doc/sphinx
sphinx-doc__sphinx-7748,0.18782878783913004,0.27279545489030665,0.0,381,5740,1811,sphinx-doc/sphinx
sphinx-doc__sphinx-7757,0.37934550807010226,0.28353072983354677,0.0,652,1738,1060,sphinx-doc/sphinx
sphinx-doc__sphinx-7889,0.37443887961417177,0.3437996602553566,1.0,1166,679,963,sphinx-doc/sphinx
sphinx-doc__sphinx-7910,0.35828748018470735,0.439984555466022,0.0,1139,861,2586,sphinx-doc/sphinx
sphinx-doc__sphinx-7985,0.3500762094225034,0.3238685925834346,0.0,1776,1472,2588,sphinx-doc/sphinx
sphinx-doc__sphinx-8035,0.23236190943502022,0.31139768871569196,0.0,725,4802,927,sphinx-doc/sphinx
sphinx-doc__sphinx-8056,0.4389690435265725,0.4584926110978931,0.0,1565,1878,1620,sphinx-doc/sphinx
sphinx-doc__sphinx-8120,0.39925533104682387,0.3063451398208017,0.0,1855,1740,1645,sphinx-doc/sphinx
sphinx-doc__sphinx-8265,0.6976422972262806,0.6130638464991023,0.0,1725,1560,538,sphinx-doc/sphinx
sphinx-doc__sphinx-8269,0.4511928406878072,0.2927457603985395,0.0,1187,594,2482,sphinx-doc/sphinx
sphinx-doc__sphinx-8459,0.3481377209363741,0.4005438955168519,0.0,1335,733,1289,sphinx-doc/sphinx
sphinx-doc__sphinx-8475,0.12017676664347965,0.06779352962559071,0.0,766,994,1277,sphinx-doc/sphinx
sphinx-doc__sphinx-8548,0.32473653783688383,0.3323063391667638,0.0,358,3907,2430,sphinx-doc/sphinx
sphinx-doc__sphinx-8551,0.3237775286613256,0.2898929086133508,0.0,1874,1205,2432,sphinx-doc/sphinx
sphinx-doc__sphinx-8593,0.7228753533307248,0.3278699818375399,0.0,638,4830,2331,sphinx-doc/sphinx
sphinx-doc__sphinx-8595,0.4926298877936015,0.2395442185679142,0.0,676,625,1328,sphinx-doc/sphinx
sphinx-doc__sphinx-8621,0.35569779318685435,0.3833025520483546,0.0,2035,501,1118,sphinx-doc/sphinx
sphinx-doc__sphinx-8638,0.2576024553328702,0.2845472988743065,0.0,2924,653,1318,sphinx-doc/sphinx
sphinx-doc__sphinx-8721,0.3957743700501386,0.3758799075599002,0.0,562,573,902,sphinx-doc/sphinx
sphinx-doc__sphinx-9229,0.44792813026389666,0.4403973509933774,0.0,3824,1666,922,sphinx-doc/sphinx
sphinx-doc__sphinx-9230,0.34158539205155747,0.4364294831834239,0.0,1237,533,2518,sphinx-doc/sphinx
sphinx-doc__sphinx-9258,0.41773144676099516,0.2970264148045765,0.0,516,668,2072,sphinx-doc/sphinx
sphinx-doc__sphinx-9281,0.33280632106971964,0.27201026946466067,0.0,809,1248,560,sphinx-doc/sphinx
sphinx-doc__sphinx-9320,0.4543795753892508,0.45954228336702085,1.0,1117,736,838,sphinx-doc/sphinx
sphinx-doc__sphinx-9367,0.41098918203751267,0.45407944199577654,0.0,511,759,641,sphinx-doc/sphinx
sphinx-doc__sphinx-9461,0.27313696531353093,0.1839911061700945,0.0,2294,4777,4844,sphinx-doc/sphinx
sphinx-doc__sphinx-9591,0.25575160086608006,0.3005568693264171,0.0,1977,540,1514,sphinx-doc/sphinx
sphinx-doc__sphinx-9602,0.41815459009947387,0.2761974693781992,0.0,1373,1732,1365,sphinx-doc/sphinx
sphinx-doc__sphinx-9658,0.2588498442628091,0.35315241146410226,0.0,2690,1042,1005,sphinx-doc/sphinx
sphinx-doc__sphinx-9673,0.34321954987038117,0.3872392715356985,0.0,1413,817,1087,sphinx-doc/sphinx
sphinx-doc__sphinx-9698,0.48388830992192067,0.2570052785265049,0.0,817,638,666,sphinx-doc/sphinx
sphinx-doc__sphinx-9711,0.12353482619263345,0.13982190282768325,1.0,1571,1284,1191,sphinx-doc/sphinx
sympy__sympy-11618,0.3520089923251979,0.3091283106196967,0.0,252,925,430,sympy/sympy
sympy__sympy-12096,0.15060921205162958,0.22024033045437474,0.0,598,505,557,sympy/sympy
sympy__sympy-12419,0.31842291501657427,0.3478611012172892,0.0,1141,1327,1010,sympy/sympy
sympy__sympy-12481,0.3468032512150159,0.3432861604798365,0.0,407,760,1120,sympy/sympy
sympy__sympy-12489,0.3947619852602615,0.2585630656813087,0.0,1214,9648,2074,sympy/sympy
sympy__sympy-13031,0.2963750149351858,0.260795259644107,0.0,717,1047,703,sympy/sympy
sympy__sympy-13091,0.32967806841046277,0.26215773639514084,0.0,1823,17385,4276,sympy/sympy
sympy__sympy-13372,0.2653789383172409,0.2583605252686032,0.0,1183,736,451,sympy/sympy
sympy__sympy-13480,0.42781714014509453,0.42439423706614265,1.0,430,556,457,sympy/sympy
sympy__sympy-13551,0.36928307303070107,0.3223204889500526,0.0,499,680,601,sympy/sympy
sympy__sympy-13615,0.42662904249543065,0.357547742280921,0.0,201,871,553,sympy/sympy
sympy__sympy-13647,0.42466705269253024,0.317170614561729,1.0,1088,495,845,sympy/sympy
sympy__sympy-13757,0.26780553950117825,0.302076020928687,0.0,421,360,1055,sympy/sympy
sympy__sympy-13798,0.36052536012589265,0.2923686182168468,1.0,861,1343,545,sympy/sympy
sympy__sympy-13852,0.3296787822978171,0.276060826167436,0.0,1892,2593,1925,sympy/sympy
sympy__sympy-13877,0.6192019244740239,0.32719151312116135,0.0,4361,3483,595,sympy/sympy
sympy__sympy-13878,0.3312272857028,0.30641115393754226,0.0,3106,14547,8763,sympy/sympy
sympy__sympy-13974,0.3938857169017862,0.4118768511085893,0.0,1044,3590,995,sympy/sympy
sympy__sympy-14248,0.3093187059998366,0.3288752060062259,0.0,583,3801,4449,sympy/sympy
sympy__sympy-14531,0.34582290230067003,0.30107247823801475,1.0,668,5583,1753,sympy/sympy
sympy__sympy-14711,0.4124622243905083,0.29223374378915534,1.0,1070,403,400,sympy/sympy
sympy__sympy-14976,0.3226122275172658,0.3839803225670966,0.0,680,585,1587,sympy/sympy
sympy__sympy-15017,0.43344782721831887,0.36783602680331096,0.0,1010,566,1041,sympy/sympy
sympy__sympy-15345,0.4441343689170698,0.42669235002751793,0.0,269,808,785,sympy/sympy
sympy__sympy-15349,0.45324171212757025,0.397346776333245,0.0,725,441,1978,sympy/sympy
sympy__sympy-15599,0.3834446764091859,0.37750821696417236,0.0,1828,1507,545,sympy/sympy
sympy__sympy-15809,0.2804377276285781,0.3383097134944215,0.0,350,498,826,sympy/sympy
sympy__sympy-15875,0.30993123720539595,0.15844322933419108,0.0,563,396,531,sympy/sympy
sympy__sympy-15976,0.37810230880529394,0.38429053534875446,0.0,1053,2040,8407,sympy/sympy
sympy__sympy-16450,0.4135805301883042,0.3846534070848535,1.0,1610,511,743,sympy/sympy
sympy__sympy-16597,0.42432768215806216,0.46859673024523163,0.0,611,10210,5072,sympy/sympy
sympy__sympy-16766,0.3929088684496702,0.4272567666422824,1.0,599,583,847,sympy/sympy
sympy__sympy-16792,0.39235663336561766,0.3743516460251932,0.0,1930,1793,980,sympy/sympy
sympy__sympy-16886,0.2033402785655012,0.23222730376617085,0.0,185,428,567,sympy/sympy
sympy__sympy-17139,0.4198609849958923,0.41894475814884524,0.0,1916,410,1016,sympy/sympy
sympy__sympy-17318,0.4588041162881402,0.3807914669609094,0.0,2310,1427,1004,sympy/sympy
sympy__sympy-17630,0.09114105632857594,0.09963645488072448,0.0,3430,589,2263,sympy/sympy
sympy__sympy-17655,0.4755561376265225,0.42258900559268864,0.0,1958,505,1187,sympy/sympy
sympy__sympy-18189,0.29704040030993606,0.34458171983526964,0.0,678,621,1027,sympy/sympy
sympy__sympy-18199,0.39875102733810475,0.4121718512996526,0.0,300,2838,2468,sympy/sympy
sympy__sympy-18211,0.29944875562593043,0.323248205611542,0.0,832,933,1319,sympy/sympy
sympy__sympy-18698,0.33564816811119247,0.37552671919004665,0.0,458,1126,820,sympy/sympy
sympy__sympy-18763,0.49513604062438965,0.42759544237141944,0.0,567,588,575,sympy/sympy
sympy__sympy-19040,0.3070896568581638,0.3216887462256195,0.0,1885,378,799,sympy/sympy
sympy__sympy-19346,0.28354491967626694,0.4344339265224828,0.0,480,741,1163,sympy/sympy
sympy__sympy-19495,0.5345731225376751,0.387952502977587,0.0,1436,2106,1351,sympy/sympy
sympy__sympy-19637,0.1601509127705696,0.2477550391182024,0.0,221,421,407,sympy/sympy
sympy__sympy-19783,0.40546313468227835,0.3688379299659126,0.0,422,1218,1456,sympy/sympy
sympy__sympy-19954,0.1201829585904528,0.17926938455985408,0.0,921,1523,549,sympy/sympy
sympy__sympy-20154,0.20636239255447775,0.27411538427369564,0.0,552,1559,1936,sympy/sympy
sympy__sympy-20428,0.36081233780479116,0.3217720205519572,0.0,3710,418,1257,sympy/sympy
sympy__sympy-20438,0.315571914065496,0.27350239644021634,0.0,1269,2873,1164,sympy/sympy
sympy__sympy-20590,0.4422238918106687,0.5147259468360386,0.0,758,611,460,sympy/sympy
sympy__sympy-20801,0.29108437074582394,0.31204140772016387,0.0,509,731,827,sympy/sympy
sympy__sympy-20916,0.3121542492384306,0.37699337036373426,0.0,143,744,1857,sympy/sympy
sympy__sympy-21379,0.3463840785065859,0.3697310038824182,0.0,1781,1007,776,sympy/sympy
sympy__sympy-21596,0.4472229713211333,0.41144863628940054,0.0,568,2659,2120,sympy/sympy
sympy__sympy-21612,0.44812438127563303,0.40550102716274816,0.0,681,541,514,sympy/sympy
sympy__sympy-21847,0.4662951786978411,0.24554618391277527,0.0,1061,1015,1733,sympy/sympy
sympy__sympy-21930,0.43949223539027393,0.343156843156843,0.0,707,1007,2547,sympy/sympy
sympy__sympy-22080,0.40507691181343874,0.38697700284602043,0.0,645,1617,2056,sympy/sympy
sympy__sympy-22456,0.4103343163246056,0.3527086459357376,0.0,302,1400,372,sympy/sympy
sympy__sympy-22714,0.3364197373929463,0.37025874350024934,0.0,1660,669,716,sympy/sympy
sympy__sympy-22914,0.3659066377471272,0.391404355609944,1.0,628,277,949,sympy/sympy
sympy__sympy-23262,0.39149235997900034,0.39209767876616297,1.0,1033,649,453,sympy/sympy
sympy__sympy-23413,0.3731853472514888,0.426386673755095,0.0,353,1296,1074,sympy/sympy
sympy__sympy-23534,0.4370785997052429,0.43452993967927034,0.0,727,365,745,sympy/sympy
sympy__sympy-23824,0.35842299525147125,0.37329512135141796,0.0,2103,632,785,sympy/sympy
sympy__sympy-23950,0.2901947615849563,0.2608493984635454,1.0,766,293,748,sympy/sympy
sympy__sympy-24066,0.2233031197201305,0.3192197901013283,0.0,605,883,1185,sympy/sympy
sympy__sympy-24213,0.41989928418663514,0.39078025195173893,1.0,1023,655,1027,sympy/sympy
sympy__sympy-24443,0.4991907487784344,0.4453770825384713,1.0,687,2511,501,sympy/sympy
sympy__sympy-24539,0.4804169878500899,0.26930953774136923,1.0,659,779,544,sympy/sympy
sympy__sympy-24562,0.6002854919479348,0.4158724570623884,0.0,222,745,532,sympy/sympy
sympy__sympy-24661,0.2059750552520545,0.28819857883618205,0.0,351,1183,1176,sympy/sympy
