model,dimension_mode,L,coupling_id,observable,mean,stderr,tau_int,seed,formal_n,n_eff,transverse_weight,t_axis_weight,projection_ratio,proxy_kind,mass_like,lambda_like,schedule_mode,schedule_source,update_kernel,proposal_scale_final,metro_hits,measure_stride,site_order,surface_id,topology_proxy_kind,surface_selector
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_crossing::n2.78_m1.050_lam1.000,acceptance_rate,0.5177148437,0.0014388311,0.5000000000,5104,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.000,binder,0.6646091178,0.0002185141,0.5000000000,5366,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.000,xi_over_L,0.0925736001,0.0254064527,0.5000000000,5366,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.000,susceptibility,0.3169068667,0.0321850172,0.5000000000,5366,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.000,structure_factor_kmin,0.2454107294,0.0142456558,0.5000000000,5366,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.000,magnetization_abs,1.4355921224,0.0051605067,0.5000000000,5366,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.000,acceptance_rate,0.5147375000,0.0010405969,0.5000000000,5366,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_crossing::n2.78_m1.050_lam1.150,binder,0.6599430254,0.0009244203,0.6938605071,4992,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.763140,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_crossing::n2.78_m1.050_lam1.150,xi_over_L,0.0058469958,0.0321560152,0.6938605071,4992,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.763140,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_crossing::n2.78_m1.050_lam1.150,susceptibility,0.3157955057,0.0478928736,0.6938605071,4992,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.763140,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_crossing::n2.78_m1.050_lam1.150,structure_factor_kmin,0.3154499735,0.0307254982,0.6938605071,4992,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.763140,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_crossing::n2.78_m1.050_lam1.150,magnetization_abs,1.3067942204,0.0101141485,0.6938605071,4992,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.763140,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_crossing::n2.78_m1.050_lam1.150,acceptance_rate,0.4954513889,0.0022658242,0.5000000000,4992,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.763140,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_crossing::n2.78_m1.050_lam1.150,binder,0.6629172547,0.0004348862,0.6112405605,5254,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.686826,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_crossing::n2.78_m1.050_lam1.150,xi_over_L,0.0518409284,0.0366952238,0.6112405605,5254,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.686826,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_crossing::n2.78_m1.050_lam1.150,susceptibility,0.3189394094,0.0374841691,0.6112405605,5254,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.686826,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_crossing::n2.78_m1.050_lam1.150,structure_factor_kmin,0.2926931514,0.0190975018,0.6112405605,5254,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.686826,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_crossing::n2.78_m1.050_lam1.150,magnetization_abs,1.3171135226,0.0071550341,0.6112405605,5254,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.686826,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_crossing::n2.78_m1.050_lam1.150,acceptance_rate,0.5231184896,0.0014948022,0.5000000000,5254,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.686826,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.150,binder,0.6640269388,0.0002935327,0.6040426562,5516,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.150,xi_over_L,0.0719015253,0.0298632895,0.6040426562,5516,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.150,susceptibility,0.3437092171,0.0351701169,0.6040426562,5516,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.150,structure_factor_kmin,0.2923323306,0.0175890175,0.6040426562,5516,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.150,magnetization_abs,1.3085328617,0.0059070536,0.6040426562,5516,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_crossing::n2.78_m1.050_lam1.150,acceptance_rate,0.4890458333,0.0013378145,0.5000000000,5516,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_crossing,t_projected_direct,crossing
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,binder,0.6621795753,0.0004021551,0.5000000000,4832,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,xi_over_L,0.0843740396,0.0252477021,0.5000000000,4832,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,susceptibility,0.2667666436,0.0247617113,0.5000000000,4832,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,structure_factor_kmin,0.2172203937,0.0133063101,0.5000000000,4832,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,magnetization_abs,1.4796945415,0.0078911633,0.5000000000,4832,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,acceptance_rate,0.5428587963,0.0019641371,0.5000000000,4832,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,binder,0.6642539946,0.0003150558,0.5381314373,5094,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,xi_over_L,0.0248628631,0.0303892796,0.5381314373,5094,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,susceptibility,0.2541860753,0.0314688731,0.5381314373,5094,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,structure_factor_kmin,0.2490492267,0.0200472624,0.5381314373,5094,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,magnetization_abs,1.4641643418,0.0059933769,0.5381314373,5094,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,acceptance_rate,0.5451497396,0.0014665129,0.5000000000,5094,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,binder,0.6650704559,0.0001968756,0.5000000000,5356,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,xi_over_L,0.0406699093,0.0359315893,0.5000000000,5356,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,susceptibility,0.2617449542,0.0270505431,0.5000000000,5356,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,structure_factor_kmin,0.2478107771,0.0147654542,0.5000000000,5356,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,magnetization_abs,1.4751689125,0.0046899226,0.5000000000,5356,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.000,acceptance_rate,0.5085458333,0.0011649196,0.5000000000,5356,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.000000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,binder,0.6604265468,0.0008942442,0.7803686952,4932,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,xi_over_L,0.0939096617,0.0284912708,0.7803686952,4932,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,susceptibility,0.3307127496,0.0446523277,0.7803686952,4932,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,structure_factor_kmin,0.2578533174,0.0177999864,0.7803686952,4932,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,magnetization_abs,1.3899435058,0.0109765448,0.7803686952,4932,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,acceptance_rate,0.5500694444,0.0017347310,0.5000000000,4932,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,binder,0.6637810686,0.0004081839,0.5053980043,5194,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,xi_over_L,0.0223995380,0.0335355577,0.5053980043,5194,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,susceptibility,0.2694569401,0.0368352058,0.5053980043,5194,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,structure_factor_kmin,0.2650201759,0.0198942080,0.5053980043,5194,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,magnetization_abs,1.3764531760,0.0059801624,0.5053980043,5194,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,acceptance_rate,0.5156380208,0.0017156790,0.5000000000,5194,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,binder,0.6646419179,0.0002897751,0.5218012689,5456,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,xi_over_L,0.0776426732,0.0320314209,0.5218012689,5456,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,susceptibility,0.2939195366,0.0346181795,0.5218012689,5456,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,structure_factor_kmin,0.2439298290,0.0123330928,0.5218012689,5456,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,magnetization_abs,1.3901506830,0.0050770134,0.5218012689,5456,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m0.950_lam1.100,acceptance_rate,0.5170750000,0.0012185930,0.5000000000,5456,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,0.950000,1.100000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.693764,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,binder,0.6598796270,0.0007343813,0.5026493624,4987,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,xi_over_L,0.0907873495,0.0322557164,0.5026493624,4987,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,susceptibility,0.3270034605,0.0332662741,0.5026493624,4987,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,structure_factor_kmin,0.2586879421,0.0158532060,0.5026493624,4987,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,magnetization_abs,1.3199484894,0.0087598972,0.5026493624,4987,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,acceptance_rate,0.5537847222,0.0019352218,0.5000000000,4987,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.624387,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,binder,0.6630656256,0.0004123025,0.6950399880,5249,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
