formal_n,sizes,mass_like,lambda_like,t_regulator,proxy_kind,eta_proxy,eta_anchor_de2,gamma_phi_proxy_de2,status_de2,score_de2,eta_anchor_lpa,gamma_phi_proxy_lpa,status_lpa,xi_values,xi_window_pass,susceptibility_values
2.900000,"4,6,8",0.450000,0.750000,0.000000,t_projected_direct,2.0910207407,0.0250000000,,out_of_anchor_band,2.0660207407,0.0150000000,,out_of_anchor_band,0.0777975107|0.0000000000|0.0746724262,True,0.1411228651|0.0923102453|0.1578790781
2.900000,"4,6,8",0.250000,0.650000,0.000000,t_projected_direct,2.0921001350,0.0250000000,,out_of_anchor_band,2.0671001350,0.0150000000,,out_of_anchor_band,0.1134030700|0.1083571715|0.0591490505,True,0.1333669216|0.1550267975|0.1161078685
2.900000,"4,6,8",0.400000,1.000000,0.000000,t_projected_direct,2.1009976989,0.0250000000,,out_of_anchor_band,2.0759976989,0.0150000000,,out_of_anchor_band,0.1193367862|0.0000000000|0.0000000000,True,0.1500180390|0.1142852052|0.1478558197
2.900000,"4,6,8",0.700000,0.250000,0.000000,t_projected_direct,2.1029759754,0.0250000000,,out_of_anchor_band,2.0779759754,0.0150000000,,out_of_anchor_band,0.0695636796|0.0000000000|0.0000000000,True,0.1057706648|0.0874875345|0.1012436468
3.000000,"4,6,8",0.350000,0.500000,0.000000,t_projected_direct,2.1114606781,0.0190000000,,out_of_anchor_band,2.0924606781,0.0130000000,,out_of_anchor_band,0.0724575350|0.0472513312|0.0114010855,True,0.1394830725|0.1279539624|0.1324076266
3.000000,"4,6,8",0.300000,1.000000,0.000000,t_projected_direct,2.1121134147,0.0190000000,,out_of_anchor_band,2.0931134147,0.0130000000,,out_of_anchor_band,0.0965924261|0.0000000000|0.0454265713,True,0.1682396330|0.1158596205|0.1637083306
3.000000,"4,6,8",0.250000,0.350000,0.000000,t_projected_direct,2.1160819179,0.0190000000,,out_of_anchor_band,2.0970819179,0.0130000000,,out_of_anchor_band,0.0661518868|0.0802488548|0.0000000000,True,0.1211495706|0.1643125506|0.1099153360
2.900000,"4,6,8",0.300000,0.500000,0.000000,t_projected_direct,2.1382803387,0.0250000000,,out_of_anchor_band,2.1132803387,0.0150000000,,out_of_anchor_band,0.0000000000|0.1353688112|0.0860964161,True,0.1070917734|33.2394287984|0.1464043521
3.000000,"4,6,8",0.600000,0.750000,0.000000,t_projected_direct,2.1425678190,0.0190000000,,out_of_anchor_band,2.1235678190,0.0130000000,,out_of_anchor_band,0.0672573030|0.0530596086|0.0000000000,True,0.1473610726|0.1445700148|0.1346052180
3.000000,"4,6,8",0.300000,0.650000,0.000000,t_projected_direct,2.1604140557,0.0190000000,,out_of_anchor_band,2.1414140557,0.0130000000,,out_of_anchor_band,0.1243732903|0.0854024115|0.0000000000,True,0.1423510047|0.1639398812|0.1269245670
2.900000,"4,6,8",0.600000,0.250000,0.000000,t_projected_direct,2.1759890940,0.0250000000,,out_of_anchor_band,2.1509890940,0.0150000000,,out_of_anchor_band,0.0548059502|0.0345288407|0.0600908830,True,0.1380364141|0.1329755816|0.1209608560
3.000000,"4,6,8",0.200000,0.250000,0.000000,t_projected_direct,2.1757120435,0.0190000000,,out_of_anchor_band,2.1567120435,0.0130000000,,out_of_anchor_band,0.1107666032|0.0000000000|0.0000000000,True,0.1452809257|0.1260486543|0.1262252445
3.000000,"4,6,8",0.700000,0.250000,0.000000,t_projected_direct,2.1780481336,0.0190000000,,out_of_anchor_band,2.1590481336,0.0130000000,,out_of_anchor_band,0.0787214168|0.0000000000|0.0584856917,True,0.1603775531|0.1246273619|0.1448623413
2.900000,"4,6,8",0.350000,0.650000,0.000000,t_projected_direct,2.2079257018,0.0250000000,,out_of_anchor_band,2.1829257018,0.0150000000,,out_of_anchor_band,0.1237587808|0.0935478480|0.0650874465,True,0.1491062199|0.1414525693|0.1292898446
2.900000,"4,6,8",0.800000,0.750000,0.000000,t_projected_direct,2.2294477625,0.0250000000,,out_of_anchor_band,2.2044477625,0.0150000000,,out_of_anchor_band,0.0802276364|0.0000000000|0.0000000000,True,0.1760808235|0.1320474116|0.1568057718
3.000000,"4,6,8",0.500000,1.000000,0.000000,t_projected_direct,2.2582374738,0.0190000000,,out_of_anchor_band,2.2392374738,0.0130000000,,out_of_anchor_band,0.1624285574|0.1276849543|0.1063055179,True,0.2119249549|0.1879927644|0.1773220005
