instance_id,t_gini,early_t_gini,success,issue_length,diff_size,test_size,repo
mwaskom__seaborn-3190,0.372689774061143,0.3598915047032136,0.0,1827,476,622,mwaskom/seaborn
mwaskom__seaborn-3407,0.37418457546899964,0.32480088204318047,0.0,2822,583,642,mwaskom/seaborn
pallets__flask-4045,0.2892616684784515,0.10251412979925933,0.0,230,1449,4143,pallets/flask
pallets__flask-4992,0.445240876874502,0.39716372889594154,0.0,1135,1664,1275,pallets/flask
pallets__flask-5063,0.3137144421379199,0.26862671566789165,0.0,2039,3443,2751,pallets/flask
psf__requests-1963,0.3090893164763935,0.38505148482399054,0.0,673,566,2532,psf/requests
psf__requests-2148,0.21214380999634574,0.18611238707701716,0.0,2311,1059,1188,psf/requests
psf__requests-2317,0.4080576398362892,0.32475932437885513,1.0,841,763,466,psf/requests
psf__requests-2674,0.20130306159456546,0.24718875312098065,1.0,510,893,672,psf/requests
psf__requests-3362,0.343348042820953,0.2413273001508296,0.0,531,1012,711,psf/requests
psf__requests-863,0.39765139681450457,0.41308862947563996,0.0,805,525,1345,psf/requests
pydata__xarray-3364,0.35773072808278217,0.3507673525329833,0.0,641,818,2836,pydata/xarray
pydata__xarray-4094,0.3133355802718796,0.3724240291727978,0.0,1604,517,784,pydata/xarray
pydata__xarray-4248,0.32565847410135307,0.29998259961719165,0.0,871,578,1602,pydata/xarray
pydata__xarray-4493,0.30842345378194813,0.3165671863400148,0.0,2375,844,2759,pydata/xarray
pydata__xarray-5131,0.29712977506096316,0.31186729416378656,0.0,2321,524,982,pydata/xarray
pylint-dev__pylint-5859,0.46141520712903517,0.23615236763935,1.0,924,612,735,pylint-dev/pylint
pylint-dev__pylint-6506,0.3761114947681299,0.4056867421216288,0.0,1698,683,1567,pylint-dev/pylint
pylint-dev__pylint-7080,0.2939101418186152,0.29542727325682994,0.0,24770,417,1267,pylint-dev/pylint
pylint-dev__pylint-7114,0.3865264560894579,0.36604952923490774,0.0,1692,1275,1552,pylint-dev/pylint
pylint-dev__pylint-7228,0.2854760245231218,0.37779180687372005,0.0,4109,1316,1603,pylint-dev/pylint
pylint-dev__pylint-7993,0.4326029169882213,0.38008360553082743,0.0,2008,592,2084,pylint-dev/pylint
pytest-dev__pytest-11143,0.41074532660823904,0.330764740221833,1.0,5252,521,736,pytest-dev/pytest
pytest-dev__pytest-11148,0.36108028274825843,0.31010279889426395,0.0,3188,467,4324,pytest-dev/pytest
pytest-dev__pytest-5103,0.4508477554247563,0.1486658305583186,0.0,2220,1991,2339,pytest-dev/pytest
pytest-dev__pytest-5221,0.39910799983694223,0.2977007469654529,0.0,239,1005,1182,pytest-dev/pytest
pytest-dev__pytest-5227,0.1943902072694501,0.24390045983229647,1.0,1041,431,2752,pytest-dev/pytest
pytest-dev__pytest-5413,0.26054647740089676,0.2663943549990062,0.0,2917,569,828,pytest-dev/pytest
